0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.1,-0.1,0.1,-0.1,0.1,-0.1,-0.1,-0.1,0.1,-0.1,-0.1,-0.1,0.1,-0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0.1
-0.1,-0.1,0.1,-0.1,0.1,-0.1,-0.1,-0.1,0.1,-0.1,-0.1,-0.1,0.1,-0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0.1
-0.1,-0.1,0.1,-0.1,0.1,-0.1,-0.1,-0.1,0.1,-0.1,-0.1,-0.1,0.1,-0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0.1
0,-0.2,0,-0.2,0.2,0,-0.2,0,0,0,0,-0.2,0,-0.2,0.2,0,0,0,0,0,0,0,0,0,0,0
-0.1,-0.30000000000000004,-0.1,-0.1,0.30000000000000004,-0.1,-0.1,-0.1,0.1,0.1,-0.1,-0.30000000000000004,-0.1,-0.1,0.30000000000000004,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-0.1
0,-0.20000000000000004,-0.2,-0.2,0.20000000000000004,0,0,-0.2,0.2,0,0,-0.20000000000000004,-0.2,-0.2,0.20000000000000004,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-0.2
-0.1,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.10000000000000003,-0.1,-0.1,-0.1,0.1,0.1,-0.1,-0.30000000000000004,-0.30000000000000004,-0.1,0.10000000000000003,0.1,0.1,0.30000000000000004,0.1,0.30000000000000004,0.1,0.1,0.1,0.1,0.1,-0.1
0,-0.20000000000000004,-0.20000000000000004,-0.20000000000000004,0.20000000000000004,0,0,-0.2,0,0,0,-0.20000000000000004,-0.4,0,2.7755575615628914E-17,0.2,0.2,0.20000000000000004,0,0.20000000000000004,0.2,0.2,0.2,0.2,0.2,-0.2
-0.1,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.10000000000000003,-0.1,0.1,-0.30000000000000004,0.1,-0.1,-0.1,-0.30000000000000004,-0.30000000000000004,-0.1,-0.09999999999999998,0.1,0.30000000000000004,0.10000000000000003,0.1,0.10000000000000003,0.1,0.1,0.1,0.1,0.1,-0.1
0,-0.20000000000000004,-0.20000000000000004,-0.20000000000000004,0.20000000000000004,0,0,-0.4,0,0,0,-0.4,-0.20000000000000004,-0.2,2.7755575615628914E-17,0.2,0.20000000000000004,2.7755575615628914E-17,0,0.20000000000000004,0.2,0.2,0.2,0.2,0.2,-0.2
-0.1,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.10000000000000003,0.1,-0.1,-0.30000000000000004,-0.1,-0.1,-0.1,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.09999999999999998,0.30000000000000004,0.10000000000000003,0.10000000000000003,-0.1,0.10000000000000003,0.1,0.1,0.1,0.1,0.1,-0.1
0,-0.20000000000000004,-0.20000000000000004,-0.20000000000000004,0.20000000000000004,0,-0.2,-0.4,0,0,-0.2,-0.20000000000000004,-0.4,-0.20000000000000004,2.7755575615628914E-17,0.20000000000000004,2.7755575615628914E-17,2.7755575615628914E-17,0,0.20000000000000004,0.2,0.2,0.2,0.2,0.2,-0.2
0.1,-0.10000000000000003,-0.10000000000000003,-0.10000000000000003,0.30000000000000004,0.1,-0.1,-0.30000000000000004,0.1,0.1,-0.1,-0.10000000000000003,-0.5,-0.30000000000000004,-0.09999999999999998,0.30000000000000004,0.10000000000000003,-0.09999999999999998,0.1,0.10000000000000003,0.30000000000000004,0.30000000000000004,0.1,0.1,0.1,-0.30000000000000004
0,-0.20000000000000004,-0.20000000000000004,-0.20000000000000004,0.20000000000000004,0,-0.2,-0.4,0,0,-0.2,-2.7755575615628914E-17,-0.6,-0.20000000000000004,-0.19999999999999998,0.20000000000000004,2.7755575615628914E-17,2.7755575615628914E-17,0,2.7755575615628914E-17,0.20000000000000004,0.4,0,0.2,0,-0.20000000000000004
0.1,-0.10000000000000003,-0.10000000000000003,-0.10000000000000003,0.30000000000000004,0.1,-0.1,-0.30000000000000004,0.1,0.1,-0.30000000000000004,-0.10000000000000003,-0.7,-0.10000000000000003,-0.09999999999999998,0.10000000000000003,0.10000000000000003,-0.09999999999999998,0.1,0.10000000000000003,0.10000000000000003,0.30000000000000004,-0.1,0.30000000000000004,0.1,-0.30000000000000004
0,-0.20000000000000004,-0.20000000000000004,-0.20000000000000004,0.20000000000000004,0,-0.2,-0.4,0,0,-0.20000000000000004,-0.20000000000000004,-0.6,-0.20000000000000004,-0.19999999999999998,2.7755575615628914E-17,0.20000000000000004,-0.19999999999999998,0,2.7755575615628914E-17,0.20000000000000004,0.20000000000000004,0,0.20000000000000004,0,-0.20000000000000004
0,-0.20000000000000004,-0.20000000000000004,-0.20000000000000004,0.20000000000000004,0,-0.2,-0.4,0,0,-0.20000000000000004,-0.20000000000000004,-0.6,-0.20000000000000004,-0.19999999999999998,2.7755575615628914E-17,0.20000000000000004,-0.19999999999999998,0,2.7755575615628914E-17,0.20000000000000004,0.20000000000000004,0,0.20000000000000004,0,-0.20000000000000004
-0.1,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.10000000000000003,-0.1,-0.1,-0.30000000000000004,0.1,-0.1,-0.30000000000000004,-0.10000000000000003,-0.5,-0.10000000000000003,-0.3,-0.09999999999999998,0.30000000000000004,-0.09999999999999998,0.1,-0.09999999999999998,0.10000000000000003,0.10000000000000003,-0.1,0.10000000000000003,-0.1,-0.30000000000000004
-0.1,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.10000000000000003,-0.1,-0.1,-0.30000000000000004,0.1,-0.1,-0.30000000000000004,-0.10000000000000003,-0.5,-0.10000000000000003,-0.3,-0.09999999999999998,0.30000000000000004,-0.09999999999999998,0.1,-0.09999999999999998,0.10000000000000003,0.10000000000000003,-0.1,0.10000000000000003,-0.1,-0.30000000000000004
-0.1,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.10000000000000003,-0.1,-0.1,-0.30000000000000004,0.1,-0.1,-0.30000000000000004,-0.10000000000000003,-0.5,-0.10000000000000003,-0.3,-0.09999999999999998,0.30000000000000004,-0.09999999999999998,0.1,-0.09999999999999998,0.10000000000000003,0.10000000000000003,-0.1,0.10000000000000003,-0.1,-0.30000000000000004
0,-0.20000000000000004,-0.20000000000000004,-0.20000000000000004,0.20000000000000004,0,-0.2,-0.4,0,0,-0.20000000000000004,-0.20000000000000004,-0.4,-0.20000000000000004,-0.19999999999999998,2.7755575615628914E-17,0.20000000000000004,-0.19999999999999998,0,2.7755575615628914E-17,0.20000000000000004,0.20000000000000004,0,0.20000000000000004,0,-0.4
0,-0.20000000000000004,-0.20000000000000004,-0.20000000000000004,0.20000000000000004,0,-0.2,-0.4,0,0,-0.20000000000000004,-0.20000000000000004,-0.4,-0.20000000000000004,-0.19999999999999998,2.7755575615628914E-17,0.20000000000000004,-0.19999999999999998,0,2.7755575615628914E-17,0.20000000000000004,0.20000000000000004,0,0.20000000000000004,0,-0.4
